[test_data/solomon/c101.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1511.75
[INFO] Cost func = 1511.75
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
[INFO] Cost func = 1385.11
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;95;14;14;24;14.8661;14.8661
0;0;92;27;27;37;3.60555;18.3848
0;0;59;39;39;49;2.23607;17.8045
0;0;98;52;52;62;3.60555;21.2603
0;0;37;63;63;73;1.41421;21.2132
0;0;97;78;78;88;5.09902;17.2047
0;0;87;92;93;103;4.24264;18.3848
0;0;42;110;110;120;7.2111;25.4951
0;0;57;128;128;138;8;23.1948
0;0;2;143;143;153;5.83095;18
0;0;73;162;162;172;9;20.1246
0;0;72;175;175;185;3.16228;22.4722
0;0;58;199;200;210;14.8661;9.05539
1;1;18;15;15;25;15.8114;15.8114
1;1;52;32;32;42;7.61577;11.3137
1;1;69;52;52;62;10.7703;12.1655
1;1;1;66;66;76;4.47214;15.2316
1;1;50;82;82;92;6.32456;16.9706
1;1;79;102;102;112;10.0499;25.5539
1;1;3;115;115;125;3.60555;22.3607
1;1;77;127;179;189;2.82843;19.6977
1;1;12;197;197;207;8.544;15
2;2;60;18;18;28;18.0278;18.0278
2;2;5;32;32;42;4.47214;20.6155
2;2;61;48;48;58;6.7082;25.4951
2;2;85;62;62;72;4.47214;23.0217
2;2;93;74;74;84;2.82843;20.2485
2;2;99;86;86;96;2.82843;17.4929
2;2;96;98;98;108;2.23607;15.2643
2;2;22;136;136;146;28.6007;26.9258
2;2;74;149;149;159;3.16228;24.5968
2;2;56;166;166;176;7.07107;29.2062
2;2;54;193;193;203;17.4642;22.8035
3;3;80;21;21;31;21.095;21.095
3;3;68;33;33;43;2;21.3776
3;3;29;51;51;61;8.544;29.8329
3;3;76;76;76;86;15;15.6525
3;3;33;96;96;106;10.7703;24.7588
3;3;81;108;108;118;2.82843;27.5862
3;3;51;125;125;135;7.2111;26.9258
3;3;20;143;143;153;8.06226;31.6228
3;3;30;160;160;170;7.07107;25.4951
3;3;70;175;175;185;5;21.095
3;3;31;192;192;202;7.2111;17.4642
4;4;83;21;21;31;21.095;21.095
4;4;17;42;42;52;11.4017;30.4138
4;4;45;60;60;70;8.06226;29.1548
4;4;8;76;95;105;6.40312;26.2488
4;4;82;111;111;121;6.40312;23.3238
4;4;48;126;126;136;5.38516;27.8029
4;4;47;142;142;152;6.40312;34.2053
4;4;19;160;160;170;8.06226;32.0156
4;4;7;181;181;191;11.1803;21.2132
4;4;88;197;197;207;6.32456;19.2354
5;5;91;25;25;35;25.6125;25.6125
5;5;14;44;44;54;9;32.0156
5;5;44;59;69;79;5.65685;31.8904
5;5;16;85;85;95;6.08276;29.1548
5;5;84;106;106;116;11.0454;24.3311
5;5;46;135;135;145;19.2354;35.4683
5;5;36;157;157;167;12;41.4005
5;5;49;175;175;185;8.94427;43.9318
6;6;75;27;27;37;27.7849;27.7849
6;6;41;45;45;55;8.06226;28.8617
6;6;15;67;67;77;12.1655;30.4138
6;6;43;84;84;94;7.28011;34.176
6;6;86;118;118;128;24.2074;35.3553
6;6;100;142;185;195;14;24.0416
7;7;62;25;58;68;25.4951;25.4951
7;7;11;76;76;86;8.06226;33.541
7;7;64;99;99;109;13;46.5188
7;7;63;123;123;133;14.4222;34.9285
7;7;90;137;137;147;4.47214;32.249
7;7;32;151;151;161;4.47214;34
7;7;10;171;171;181;10.2956;25.4951
8;8;23;36;68;78;36.0555;36.0555
8;8;67;90;90;100;12;43.8634
8;8;39;109;109;119;9.89949;33.9706
8;8;55;130;136;146;11.4017;30.4631
8;8;4;154;154;164;8.544;25
9;9;78;31;31;41;31.0645;31.0645
9;9;34;46;46;56;5;36.0555
9;9;35;66;66;76;10.198;41.0366
9;9;71;82;82;92;6.7082;39.6611
9;9;9;100;100;110;8.24621;32.0156
10;10;66;40;40;50;40.4969;40.4969
10;10;65;63;63;73;13.6015;49.9299
10;10;24;115;115;125;42.107;30
10;10;25;140;172;182;15;33.541
11;11;38;42;83;93;42.4264;42.4264
12;12;27;5;5;15;5;5
12;12;28;21;21;31;6.7082;6.32456
12;12;26;39;39;49;8.06226;11.1803
12;12;21;59;59;69;10;18.0278
12;12;40;76;76;86;7.07107;11.1803
12;12;53;92;95;105;6.7082;4.47214
12;12;13;114;159;169;9.21954;11.1803
12;12;94;173;173;183;4.47214;12.0416
12;12;6;186;186;196;3.16228;11.1803
12;12;89;201;201;211;5.09902;9
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1385.11
[INFO] Cost func = 1385.11
[DEBUG]  SOLUTION: 1385.11 | 0 | {0, 0}
[test_data/solomon/r105.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 2037.84
[INFO] Cost func = 2037.84
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;95;14;29;39;14.8661;14.8661
0;0;59;43;43;53;4;17.8045
0;0;61;62;66;76;9;25.4951
0;0;99;84;84;94;8.24621;17.4929
0;0;94;100;100;110;6.08276;12.0416
0;0;6;113;113;123;3.16228;11.1803
0;0;60;131;152;162;8.94427;18.0278
0;0;89;171;171;181;9.05539;9
1;1;69;12;40;50;12.1655;12.1655
1;1;52;60;60;70;10.7703;11.3137
1;1;18;77;77;87;7.61577;15.8114
1;1;84;99;99;109;12.7279;24.3311
1;1;96;120;125;135;11.7047;15.2643
1;1;97;141;141;151;6.7082;17.2047
1;1;13;157;157;167;6.40312;11.1803
2;2;33;24;27;37;24.7588;24.7588
2;2;76;47;63;73;10.7703;15.6525
2;2;12;80;80;90;7.07107;15
2;2;54;99;130;140;9.21954;22.8035
2;2;55;148;148;158;8.48528;30.4631
2;2;24;170;170;180;12.1655;30
2;2;80;189;189;199;9.21954;21.095
3;3;72;22;25;35;22.4722;22.4722
3;3;29;66;66;76;31.0645;29.8329
3;3;78;86;86;96;10.4403;31.0645
3;3;79;101;101;111;5.65685;25.5539
3;3;3;114;114;124;3.60555;22.3607
3;3;50;132;132;142;8.24621;16.9706
3;3;1;148;151;161;6.32456;15.2316
3;3;70;169;169;179;8.06226;21.095
4;4;62;25;48;58;25.4951;25.4951
4;4;31;67;67;77;9.21954;17.4642
4;4;30;89;89;99;12.0416;25.4951
4;4;51;108;108;118;9.21954;26.9258
4;4;34;134;134;144;16.2788;36.0555
4;4;68;162;162;172;18.3576;21.3776
4;4;77;177;177;187;5;19.6977
5;5;92;18;18;28;18.3848;18.3848
5;5;42;38;38;48;10.198;25.4951
5;5;2;60;60;70;12.0831;18
5;5;21;80;80;90;10.4403;18.0278
5;5;56;101;120;130;11.3137;29.2062
5;5;25;144;156;166;14.4222;33.541
6;6;83;21;34;44;21.095;21.095
6;6;5;51;51;61;7.07107;20.6155
6;6;16;72;72;82;11.1803;29.1548
6;6;85;88;88;98;6.32456;23.0217
6;6;87;110;110;120;12.6491;18.3848
7;7;45;29;29;39;29.1548;29.1548
7;7;82;51;51;61;12.7279;23.3238
7;7;7;66;71;81;5.83095;21.2132
7;7;88;87;87;97;6.32456;19.2354
7;7;10;105;114;124;8.94427;25.4951
7;7;32;134;134;144;10.2956;34
8;8;39;33;34;44;33.9706;33.9706
8;8;23;52;58;68;8.60233;36.0555
8;8;75;76;76;86;8.48528;27.7849
8;8;73;93;93;103;7.81025;20.1246
8;8;57;116;116;126;13;23.1948
8;8;37;140;140;150;14.4222;21.2132
8;8;93;154;169;179;4.47214;20.2485
9;9;98;21;48;58;21.2603;21.2603
9;9;44;68;68;78;10.6302;31.8904
9;9;38;88;88;98;10.8166;42.4264
9;9;86;111;111;121;13.0384;35.3553
9;9;91;132;150;160;11.0454;25.6125
9;9;100;163;165;175;3.16228;24.0416
10;10;47;34;41;51;34.2053;34.2053
10;10;36;58;58;68;7.2111;41.4005
10;10;8;86;86;96;18.7883;26.2488
10;10;17;109;147;157;13.9284;30.4138
11;11;14;32;32;42;32.0156;32.0156
11;11;15;57;57;67;15.8114;30.4138
11;11;41;79;87;97;12.1655;28.8617
11;11;22;101;101;111;4.24264;26.9258
12;12;27;5;27;37;5;5
12;12;28;43;43;53;6.7082;6.32456
12;12;53;60;85;95;7.2111;4.47214
12;12;40;101;101;111;6.7082;11.1803
12;12;26;118;122;132;7.07107;11.1803
12;12;4;146;146;156;14.1421;25
12;12;74;167;167;177;11.4017;24.5968
12;12;58;193;193;203;16.4012;9.05539
13;13;19;32;66;76;32.0156;32.0156
13;13;11;83;83;93;7.07107;33.541
13;13;90;104;104;114;11.1803;32.249
13;13;20;128;128;138;14.1421;31.6228
13;13;35;156;156;166;18;41.0366
14;14;64;46;63;73;46.5188;46.5188
14;14;46;104;107;117;31.7805;35.4683
14;14;48;128;155;165;11.7047;27.8029
15;15;67;43;73;83;43.8634;43.8634
16;16;65;49;49;59;49.9299;49.9299
16;16;43;142;142;152;83.6481;34.176
17;17;66;40;117;127;40.4969;40.4969
18;18;49;43;98;108;43.9318;43.9318
19;24;63;34;34;44;34.9285;34.9285
19;24;71;74;74;84;30.0167;39.6611
19;24;9;92;92;102;8.24621;32.0156
19;24;81;108;108;118;6;27.5862
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 2037.84
[INFO] Cost func = 2037.84
[DEBUG]  SOLUTION: 2037.84 | 0 | {0, 0}
[test_data/solomon/r106.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1860.22
[INFO] Cost func = 1860.22
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;52;11;11;21;11.3137;11.3137
0;0;7;30;30;40;9.89949;21.2132
0;0;64;67;67;77;27.4591;46.5188
0;0;19;94;94;104;17;32.0156
0;0;49;116;116;126;12.0416;43.9318
0;0;48;143;143;153;17.4642;27.8029
0;0;82;158;158;168;5.38516;23.3238
0;0;83;178;178;188;10.0499;21.095
1;1;85;23;23;33;23.0217;23.0217
1;1;91;36;36;46;3.16228;25.6125
1;1;14;55;55;65;9;32.0156
1;1;44;70;70;80;5.65685;31.8904
1;1;38;90;90;100;10.8166;42.4264
1;1;43;118;122;132;18.1108;34.176
1;1;100;147;165;175;15.8114;24.0416
1;1;98;178;178;188;3.16228;21.2603
1;1;37;189;189;199;1.41421;21.2132
1;1;95;205;205;215;6.40312;14.8661
2;2;45;29;29;39;29.1548;29.1548
2;2;47;57;57;67;18.1108;34.2053
2;2;11;82;82;92;15;33.541
2;2;90;103;103;113;11.1803;32.249
2;2;32;117;131;141;4.47214;34
2;2;70;154;168;178;13.153;21.095
2;2;31;185;185;195;7.2111;17.4642
3;3;26;11;11;21;11.1803;11.1803
3;3;25;43;156;166;22.3607;33.541
3;3;2;196;196;206;30.1496;18
4;4;12;15;15;25;15;15
4;4;39;50;50;60;25.0799;33.9706
4;4;23;68;68;78;8.60233;36.0555
4;4;67;90;90;100;12;43.8634
4;4;56;115;120;130;15.6525;29.2062
4;4;75;134;134;144;4.12311;27.7849
4;4;74;147;147;157;3.60555;24.5968
4;4;72;160;160;170;3.16228;22.4722
4;4;21;174;174;184;4.47214;18.0278
4;4;58;194;194;204;10.8166;9.05539
5;5;63;34;34;44;34.9285;34.9285
5;5;65;79;79;89;35.9027;49.9299
5;5;34;111;111;121;22.2036;36.0555
5;5;35;131;133;143;10.198;41.0366
5;5;3;164;164;174;21.5407;22.3607
5;5;77;176;176;186;2.82843;19.6977
5;5;50;193;193;203;7.2111;16.9706
6;6;33;24;27;37;24.7588;24.7588
6;6;81;39;84;94;2.82843;27.5862
6;6;9;100;100;110;6;32.0156
6;6;66;124;124;134;14.3178;40.4969
6;6;20;142;142;152;8.94427;31.6228
6;6;1;168;168;178;16.4924;15.2316
7;7;27;5;27;37;5;5
7;7;69;44;44;54;7.28011;12.1655
7;7;62;71;71;81;17.0294;25.4951
7;7;88;87;87;97;6.32456;19.2354
7;7;10;105;114;124;8.94427;25.4951
7;7;17;163;163;173;39.0513;30.4138
8;8;94;12;12;22;12.0416;12.0416
8;8;96;26;26;36;4;15.2643
8;8;92;41;41;51;5;18.3848
8;8;15;69;69;79;18.7883;30.4138
8;8;22;94;94;104;15.8114;26.9258
8;8;41;108;108;118;4.24264;28.8617
8;8;4;136;139;149;18.3848;25
8;8;80;166;168;178;17.0294;21.095
9;9;5;20;20;30;20.6155;20.6155
9;9;61;36;66;76;6.7082;25.4951
9;9;16;80;80;90;4.47214;29.1548
9;9;86;96;96;106;6.32456;35.3553
9;9;93;121;169;179;15.2316;20.2485
9;9;59;182;182;192;3;17.8045
10;10;36;41;41;51;41.4005;41.4005
10;10;99;89;89;99;38.4708;17.4929
10;10;6;105;105;115;6.40312;11.1803
10;10;60;123;152;162;8.94427;18.0278
10;10;89;171;171;181;9.05539;9
11;11;42;25;25;35;25.4951;25.4951
11;11;84;58;91;101;23.0217;24.3311
11;11;8;113;113;123;12.0416;26.2488
11;11;46;132;132;142;9.43398;35.4683
12;12;28;6;29;39;6.32456;6.32456
12;12;40;51;75;85;12.0416;11.1803
12;12;87;98;98;108;13.8924;18.3848
12;12;13;115;149;159;7.28011;11.1803
13;13;30;25;61;71;25.4951;25.4951
13;13;18;99;99;109;28.2843;15.8114
13;13;97;128;128;138;19.6469;17.2047
14;14;29;29;53;63;29.8329;29.8329
14;14;24;70;143;153;7.07107;30
14;14;68;162;162;172;9.84886;21.3776
15;15;71;39;67;77;39.6611;39.6611
15;15;51;89;89;99;12.8063;26.9258
15;15;55;136;136;146;37.6962;30.4631
16;16;73;20;68;78;20.1246;20.1246
16;16;54;95;130;140;17.6918;22.8035
17;17;76;15;63;73;15.6525;15.6525
17;17;57;107;107;117;34.4819;23.1948
18;18;78;31;86;96;31.0645;31.0645
18;18;79;101;101;111;5.65685;25.5539
19;24;53;4;85;95;4.47214;4.47214
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1851.1
[INFO] Cost func = 1851.1
[DEBUG]  SOLUTION: 1851.1 | 0 | {0, 0}
[test_data/solomon/r107.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1746.86
[INFO] Cost func = 1746.86
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;51;26;26;36;26.9258;26.9258
0;0;33;43;43;53;7.2111;24.7588
0;0;78;61;86;96;8;31.0645
0;0;29;106;106;116;10.4403;29.8329
0;0;24;123;123;133;7.07107;30
0;0;25;148;156;166;15;33.541
0;0;54;178;178;188;12.0416;22.8035
0;0;80;196;196;206;8.06226;21.095
1;1;3;22;22;32;22.3607;22.3607
1;1;12;43;43;53;11.1803;15
1;1;68;60;132;142;7.2111;21.3776
1;1;4;161;161;171;19.0263;25
1;1;57;195;195;205;24.3516;23.1948
2;2;46;35;35;45;35.4683;35.4683
2;2;36;57;57;67;12;41.4005
2;2;64;88;88;98;21.4009;46.5188
2;2;63;112;112;122;14.4222;34.9285
2;2;90;126;126;136;4.47214;32.249
2;2;32;140;140;150;4.47214;34
2;2;20;160;160;170;10.7703;31.6228
2;2;70;182;182;192;12.0416;21.095
3;3;61;25;25;35;25.4951;25.4951
3;3;16;39;39;49;4.47214;29.1548
3;3;86;55;55;65;6.32456;35.3553
3;3;44;73;73;83;8.06226;31.8904
3;3;38;93;93;103;10.8166;42.4264
3;3;14;114;114;124;11.1803;32.0156
3;3;43;134;134;144;10.6302;34.176
3;3;100;159;165;175;15.8114;24.0416
3;3;98;178;178;188;3.16228;21.2603
3;3;85;191;191;201;3.16228;23.0217
4;4;97;17;17;27;17.2047;17.2047
4;4;92;30;30;40;3.16228;18.3848
4;4;42;50;50;60;10.198;25.4951
4;4;87;67;83;93;7.2111;18.3848
4;4;37;101;101;111;8.24621;21.2132
4;4;5;122;122;132;11.1803;20.6155
4;4;59;140;140;150;8.48528;17.8045
4;4;96;153;153;163;3.16228;15.2643
4;4;95;167;167;177;4.24264;14.8661
4;4;94;180;180;190;3.16228;12.0416
4;4;60;201;201;211;11.4017;18.0278
5;5;83;21;21;31;21.095;21.095
5;5;82;41;41;51;10.0499;23.3238
5;5;47;62;62;72;11.4017;34.2053
5;5;11;87;87;97;15;33.541
5;5;19;104;104;114;7.07107;32.0156
5;5;49;126;126;136;12.0416;43.9318
5;5;48;153;153;163;17.4642;27.8029
5;5;7;170;170;180;7.28011;21.2132
5;5;31;191;191;201;11.1803;17.4642
6;6;2;18;18;28;18;18
6;6;55;56;126;136;28.6356;30.4631
6;6;26;155;155;165;19.3132;11.1803
6;6;72;179;179;189;14.1421;22.4722
7;7;28;6;6;16;6.32456;6.32456
7;7;21;33;33;43;17.4642;18.0278
7;7;39;60;60;70;17;33.9706
7;7;23;78;78;88;8.60233;36.0555
7;7;67;100;100;110;12;43.8634
7;7;56;125;125;135;15.6525;29.2062
7;7;75;139;139;149;4.12311;27.7849
7;7;74;152;152;162;3.60555;24.5968
7;7;73;166;166;176;4.47214;20.1246
7;7;58;188;188;198;12.0416;9.05539
8;8;65;49;49;59;49.9299;49.9299
8;8;34;81;81;91;22.2036;36.0555
8;8;35;101;133;143;10.198;41.0366
8;8;81;156;156;166;13.6015;27.5862
8;8;71;180;180;190;14.1421;39.6611
9;9;89;9;9;19;9;9
9;9;52;27;27;37;8.06226;11.3137
9;9;45;58;58;68;21.587;29.1548
9;9;88;92;92;102;24.4131;19.2354
9;9;66;133;133;143;31.1448;40.4969
9;9;1;168;168;178;25.2982;15.2316
9;9;50;184;184;194;6.32456;16.9706
10;10;69;12;40;50;12.1655;12.1655
10;10;99;77;77;87;27.0185;17.4929
10;10;6;93;93;103;6.40312;11.1803
10;10;93;112;169;179;9.21954;20.2485
10;10;18;195;195;205;16.1245;15.8114
11;11;27;5;27;37;5;5
11;11;62;58;58;68;21.095;25.4951
11;11;8;88;88;98;20.5183;26.2488
11;11;17;111;147;157;13.9284;30.4138
11;11;91;171;171;181;14.8661;25.6125
12;12;76;15;63;73;15.6525;15.6525
12;12;79;83;83;93;10;25.5539
12;12;9;105;105;115;12.1655;32.0156
12;12;77;132;169;179;17.1172;19.6977
13;13;30;25;61;71;25.4951;25.4951
13;13;10;81;114;124;10;25.4951
13;13;13;159;159;169;35;11.1803
14;14;15;30;51;61;30.4138;30.4138
14;14;41;73;87;97;12.1655;28.8617
15;15;40;11;75;85;11.1803;11.1803
15;15;22;100;100;110;15.8114;26.9258
16;16;53;4;85;95;4.47214;4.47214
16;16;84;121;121;131;26;24.3311
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1746.86
[INFO] Cost func = 1746.86
[DEBUG]  SOLUTION: 1746.86 | 0 | {0, 0}
[test_data/solomon/r108.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1472.71
[INFO] Cost func = 1472.71
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;89;9;9;19;9;9
0;0;18;26;26;36;7.81025;15.8114
0;0;60;42;42;52;6.7082;18.0278
0;0;5;56;56;66;4.47214;20.6155
0;0;99;72;73;83;6.40312;17.4929
0;0;85;88;88;98;5.65685;23.0217
0;0;91;101;101;111;3.16228;25.6125
0;0;98;115;115;125;4.47214;21.2603
0;0;37;126;126;136;1.41421;21.2132
0;0;95;142;142;152;6.40312;14.8661
0;0;97;155;155;165;3;17.2047
0;0;13;171;171;181;6.40312;11.1803
0;0;58;187;187;197;6.08276;9.05539
1;1;50;16;16;26;16.9706;16.9706
1;1;1;32;32;42;6.32456;15.2316
1;1;69;46;46;56;4.47214;12.1655
1;1;70;65;65;75;9;21.095
1;1;30;80;80;90;5;25.4951
1;1;10;100;100;110;10;25.4951
1;1;31;118;118;128;8.06226;17.4642
1;1;88;133;133;143;5;19.2354
1;1;7;149;149;159;6.32456;21.2132
1;1;48;166;166;176;7.28011;27.8029
1;1;82;181;181;191;5.38516;23.3238
1;1;52;203;203;213;12.6491;11.3137
2;2;76;15;63;73;15.6525;15.6525
2;2;33;83;83;93;10.7703;24.7588
2;2;81;95;95;105;2.82843;27.5862
2;2;79;111;111;121;6.32456;25.5539
2;2;3;124;124;134;3.60555;22.3607
2;2;77;136;169;179;2.82843;19.6977
2;2;68;184;184;194;5;21.3776
2;2;12;201;201;211;7.2111;15
3;3;92;18;18;28;18.3848;18.3848
3;3;14;41;41;51;13.8924;32.0156
3;3;42;60;60;70;9.21954;25.4951
3;3;87;77;83;93;7.2111;18.3848
3;3;57;100;100;110;7.2111;23.1948
3;3;2;115;115;125;5.83095;18
3;3;41;137;137;147;12.2066;28.8617
3;3;22;151;151;161;4.24264;26.9258
3;3;74;164;164;174;3.16228;24.5968
3;3;72;177;177;187;3.16228;22.4722
4;4;75;27;27;37;27.7849;27.7849
4;4;56;41;41;51;4.12311;29.2062
4;4;23;58;58;68;7.28011;36.0555
4;4;39;76;76;86;8.60233;33.9706
4;4;4;95;139;149;9.43398;25
4;4;54;158;158;168;9.21954;22.8035
4;4;24;178;178;188;10;30
4;4;80;197;197;207;9.21954;21.095
5;5;90;32;32;42;32.249;32.249
5;5;62;53;53;63;11.4017;25.4951
5;5;8;83;85;95;20.5183;26.2488
5;5;45;101;101;111;6.40312;29.1548
5;5;84;119;119;129;8.60233;24.3311
5;5;83;135;135;145;6.7082;21.095
5;5;17;156;156;166;11.4017;30.4138
5;5;16;177;177;187;11.1803;29.1548
5;5;100;195;195;205;8.24621;24.0416
6;6;78;31;31;41;31.0645;31.0645
6;6;34;46;46;56;5;36.0555
6;6;35;66;66;76;10.198;41.0366
6;6;71;82;82;92;6.7082;39.6611
6;6;9;100;100;110;8.24621;32.0156
6;6;51;116;116;126;6.32456;26.9258
6;6;20;134;134;144;8.06226;31.6228
6;6;32;154;154;164;10.7703;34
6;6;63;172;172;182;8;34.9285
7;7;66;40;40;50;40.4969;40.4969
7;7;65;63;63;73;13.6015;49.9299
7;7;29;108;108;118;35.0571;29.8329
7;7;55;137;137;147;19.0263;30.4631
8;8;43;34;34;44;34.176;34.176
8;8;15;51;51;61;7.28011;30.4138
8;8;25;99;156;166;38.0789;33.541
9;9;86;35;35;45;35.3553;35.3553
9;9;44;53;59;69;8.06226;31.8904
10;10;11;33;57;67;33.541;33.541
10;10;64;80;80;90;13;46.5188
10;10;49;102;102;112;12.7279;43.9318
10;10;36;120;120;130;8.94427;41.4005
10;10;46;142;142;152;12;35.4683
10;10;47;162;162;172;10;34.2053
10;10;19;180;180;190;8.06226;32.0156
11;11;38;42;73;83;42.4264;42.4264
12;12;27;5;5;15;5;5
12;12;28;21;21;31;6.7082;6.32456
12;12;26;39;39;49;8.06226;11.1803
12;12;21;59;59;69;10;18.0278
12;12;73;72;72;82;3.16228;20.1246
12;12;40;90;90;100;8.94427;11.1803
12;12;53;106;106;116;6.7082;4.47214
12;12;94;127;127;137;11.7047;12.0416
12;12;96;141;141;151;4;15.2643
12;12;59;154;154;164;3.16228;17.8045
12;12;93;167;167;177;3;20.2485
12;12;61;183;183;193;6;25.4951
12;12;6;207;207;217;14.3178;11.1803
13;24;67;43;73;83;43.8634;43.8634
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 1472.71
[INFO] Cost func = 1472.71
[DEBUG]  SOLUTION: 1472.71 | 0 | {0, 0}
[test_data/solomon/r109.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1827.63
[INFO] Cost func = 1827.63
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;33;24;24;34;24.7588;24.7588
0;0;51;41;64;74;7.2111;26.9258
0;0;65;97;97;107;23.0217;49.9299
0;0;35;119;119;129;12.0416;41.0366
0;0;34;139;139;149;10.198;36.0555
0;0;24;169;169;179;20;30
0;0;80;188;188;198;9.21954;21.095
1;1;92;18;18;28;18.3848;18.3848
1;1;42;38;38;48;10.198;25.4951
1;1;14;57;57;67;9.21954;32.0156
1;1;44;72;72;82;5.65685;31.8904
1;1;86;90;90;100;8.06226;35.3553
1;1;38;113;113;123;13.0384;42.4264
1;1;43;141;141;151;18.1108;34.176
1;1;100;166;166;176;15.8114;24.0416
1;1;93;182;182;192;6;20.2485
2;2;47;34;34;44;34.2053;34.2053
2;2;36;51;51;61;7.2111;41.4005
2;2;64;82;82;92;21.4009;46.5188
2;2;19;109;109;119;17;32.0156
2;2;48;127;128;138;8.24621;27.8029
2;2;46;149;149;159;11.7047;35.4683
2;2;17;177;177;187;18.2483;30.4138
2;2;60;199;199;209;12.6491;18.0278
3;3;5;20;20;30;20.6155;20.6155
3;3;45;42;42;52;12.0416;29.1548
3;3;16;70;70;80;18.4391;29.1548
3;3;98;89;89;99;9.05539;21.2603
3;3;91;103;132;142;4.47214;25.6125
3;3;37;147;147;157;5.09902;21.2132
3;3;96;164;164;174;7.28011;15.2643
3;3;13;182;182;192;8.24621;11.1803
3;3;58;198;198;208;6.08276;9.05539
4;4;28;6;11;21;6.32456;6.32456
4;4;29;44;44;54;23.5372;29.8329
4;4;78;64;71;81;10.4403;31.0645
4;4;9;91;91;101;10;32.0156
4;4;71;109;109;119;8.24621;39.6611
4;4;20;131;131;141;12.3693;31.6228
4;4;32;151;151;161;10.7703;34
4;4;70;174;174;184;13.153;21.095
5;5;2;18;22;32;18;18
5;5;23;55;55;65;23.3238;36.0555
5;5;15;90;90;100;25;30.4138
5;5;57;107;107;117;7.28011;23.1948
5;5;41;128;128;138;11.1803;28.8617
5;5;25;164;164;174;26.4197;33.541
6;6;21;18;37;47;18.0278;18.0278
6;6;39;64;64;74;17;33.9706
6;6;72;87;87;97;13.6015;22.4722
6;6;75;102;102;112;5.38516;27.7849
6;6;22;116;116;126;4.12311;26.9258
6;6;74;129;129;139;3.16228;24.5968
6;6;56;146;146;156;7.07107;29.2062
6;6;4;164;164;174;8.24621;25
7;7;27;5;8;18;5;5
7;7;31;30;30;40;12.6491;17.4642
7;7;62;49;49;59;9.21954;25.4951
7;7;88;65;65;75;6.32456;19.2354
7;7;11;89;89;99;14.3178;33.541
7;7;8;123;123;133;24.1661;26.2488
7;7;89;150;150;160;17.8885;9
7;7;1;180;180;190;20.5183;15.2316
8;8;63;34;34;44;34.9285;34.9285
8;8;69;68;68;78;24.1661;12.1655
8;8;30;91;91;101;13.3417;25.4951
8;8;77;122;136;146;21.4009;19.6977
8;8;26;161;161;171;15.2643;11.1803
